,text,is_question,label,first_word,indexed_start,question_start,last_four_chars,ends_with_ks,contains_ks,lower_start,upper_start,contains_prompt_word,starts_with_prompt_word,single_word
630,Strathmore,0,tbd,strathmore,0,0,more,0,0,0,1,0,0,1
691,Information related to Physics that does not ask for a response.,0,no,information,0,0,nse.,0,0,0,1,1,0,0
1414,s) Analyze the key concepts of Physics. (2 Marks),1,Yes,s),1,0,rks),1,1,1,0,1,1,0
574,ye,0,tbd,ye,0,0,ye,0,0,1,0,0,0,1
1721,Christian teachings often emphasize forgiveness and redemption ks),0,no,christian,0,0, ks),1,1,0,1,1,0,0
17,Photosynthesis converts solar energy into chemical energy rks,0,no,photosynthesis,0,0, rks,0,0,0,1,0,0,0
129,"i. Feasibility study ii. System investigation ili, System design",1,tbd,i.,0,0,sign,0,0,1,0,0,0,0
1354,He cooked a delicious meal for dinner. She enjoys reading books in her free time.,0,No,he,0,0,ime.,0,0,0,1,0,0,0
1287,Christian teachings often emphasize mks forgiveness and redemption,0,no,christian,0,0,tion,0,0,0,1,1,0,0
1777,It was a sunny day in Paris. They went for a long hike in the mountains.,0,No,it,0,0,ins.,0,0,0,1,0,0,0
934,DSA 8304 Risk Management Analytics,0,tbd,dsa,0,0,tics,0,0,0,1,0,0,0
987,Explain Mathematical proofs are crucial for verifying truths ks),0,no,explain,0,0, ks),1,1,0,1,1,1,0
1773,"2a) From the teachings of Jesus, what role would the Holy Spirit play? (8 Marks)",1,tbd,2a),0,0,rks),1,1,0,0,1,0,0
193,DIPLOMA OF TECHNOLOGY IN COMPUTER TECHNOLOGY,0,tbd,diploma,0,0,LOGY,0,0,0,1,0,0,0
1146,Statistics helps in making decisions based on data rks),0,no,statistics,0,0,rks),1,1,0,1,0,0,0
999,General statement about Astronomy with no specific question or query.,0,no,general,0,0,ery.,0,0,0,1,0,0,0
1764,Christian teachings often emphasize forgiveness and redemption rks,0,no,christian,0,0, rks,0,0,0,1,1,0,0
1587,21. Summarize the key concepts of Mathematics. (9 Marks),1,Yes,21.,1,0,rks),1,1,0,0,0,0,0
611,Religious conflicts have shaped political landscapes historically rks,0,no,religious,0,0, rks,0,0,0,1,0,0,0
183,They went for a long hike in the mountains. The cat sat on the mat.,0,No,they,0,0,mat.,0,0,0,1,0,0,0
304,b) Give six reasons why sacrifices were made in Traditional African communities. (6 mks),1,tbd,b),1,0,mks),1,1,1,0,1,1,0
500,"c) Explain the program structure of a C program, giving relevant examples using the program in Q1 (b). (5 Marks)",1,tbd,c),1,0,rks),1,1,1,0,1,1,0
1539,56) Describe an important concept in Health Education and its significance. (8 marks),1,yes,56),0,0,rks),1,1,0,0,1,1,0
1552,The Silk Road was a critical commerce network rks,0,no,the,0,0, rks,0,0,0,1,0,0,0
1719,DSA 8105: FUNDAMENTAL CONCEPTS IN FINANCE AND ECONOMICS 6 Setember2021 Time: 3 Hours ice cream market in Mombasa. _ G Marks),0,tbd,dsa,0,0,rks),1,1,0,1,0,0,0
1802,18. a) Give five reasons for the migration ‘Tthe Somali in Kenya during the pre-colonial period. (10 marks),1,tbd,18.,1,0,rks),1,1,0,0,1,0,0
521,117. Define the key concepts of Economics. (6 Marks),1,Yes,117.,1,0,rks),1,1,0,0,1,1,0
1793,QUESTION ONE (30 MARKS)-COMPULSORY a). Explain the following programming tools used in program development:- \. Language translators ii Unker ii. IDE iv. Loader (4 Marks),1,tbd,question,0,1,rks),1,1,0,1,1,0,0
1076,Instructions,0,tbd,instructions,0,0,ions,0,0,0,1,0,0,1
480,DSA 8105: FUNDAMENTAL CONCEPTS IN a,0,tbd,dsa,0,0,IN a,0,0,0,1,0,0,0
159,The painting was a masterpiece of color and emotion. Technology is evolving at a rapid pace.,0,No,the,0,0,ace.,0,0,0,1,0,0,0
1251,Yo of deaths from lifestyle diseases occur in low- and middle-,0,tbd,yo,0,0,dle-,0,0,0,1,0,0,0
1203,XL) Define the key concepts of History. (1 Marks),1,Yes,xl),0,0,rks),1,1,0,1,1,1,0
16,Define Algebra is essential for solving equations and inequalities rks],0,no,define,0,0,rks],1,1,0,1,1,1,0
1079,It was a sunny day in Paris. He cooked a delicious meal for dinner.,0,No,it,0,0,ner.,0,0,0,1,0,0,0
1780,pee eS ae (2 marks),1,tbd,pee,0,0,rks),1,1,1,0,0,0,0
550,¢) Outline the reasons why Christians should repent their sins. (6 mks),1,tbd,¢),0,0,mks),1,1,0,0,1,0,0
663,She enjoys reading books in her free time. It was a sunny day in Paris.,0,No,she,0,0,ris.,0,0,0,1,0,0,0
1474,72) Describe an important concept in English Literature and its significance. (4 marks),1,yes,72),0,0,rks),1,1,0,0,1,1,0
1026,Define Algebra is essential for solving equations and inequalities rks],0,no,define,0,0,rks],1,1,0,1,1,1,0
1510,(6mks),0,tbd,(6mks),0,0,mks),1,1,0,0,0,0,1
966,e) Explain the key concepts of Physics. (2 Marks),1,Yes,e),1,0,rks),1,1,1,0,1,1,0
1701,The Roman Empire influenced modern governmental structures rks),0,no,the,0,0,rks),1,1,0,1,0,0,0
286,QUESTION ONE a. State and explain THREE indirect modes of transmission of communicable diseases [3Mks] _ Highlight THREE levels of prevention of communicable diseases [3Mks],1,tbd,question,0,1,Mks],1,1,0,1,1,0,0
804,Photosynthesis converts solar energy mks into chemical energy,0,no,photosynthesis,0,0,ergy,0,0,0,1,0,0,0
1475,(Place wheat on the x-axis) {2 marks},1,tbd,(place,0,0,rks},1,1,0,0,0,0,0
228,in the following principles used in programming: (4 Marks),1,tbd,in,0,0,rks),1,1,1,0,0,0,0
26,Photosynthesis converts solar ks) energy into chemical energy,0,no,photosynthesis,0,0,ergy,0,1,0,1,0,0,0
1603,125. Analyze the key concepts of Biology. (4 Marks),1,Yes,125.,1,0,rks),1,1,0,0,1,1,0
441,166. Define the key concepts of Biology. (5 Marks),1,Yes,166.,1,0,rks),1,1,0,0,1,1,0
1758,r) Define the key concepts of Mathematics. (5 Marks),1,Yes,r),1,0,rks),1,1,1,0,1,1,0
1396,r) Define the key concepts of Mathematics. (4 Marks),1,Yes,r),1,0,rks),1,1,1,0,1,1,0
232,LVIII) Summarize the key concepts of Literature. (4 Marks),1,Yes,lviii),0,0,rks),1,1,0,1,0,0,0
38,89. Define the key concepts of Science. (10 Marks),1,Yes,89.,1,0,rks),1,1,0,0,1,1,0
756,Information related to Physics that does not ask for a response.,0,no,information,0,0,nse.,0,0,0,1,1,0,0
1052,She enjoys reading books in her free time. She enjoys reading books in her free time.,0,No,she,0,0,ime.,0,0,0,1,0,0,0
1406,33) Describe an important concept in Biology and its significance. (8 marks),1,yes,33),0,0,rks),1,1,0,0,1,1,0
473,(9 Marks),0,tbd,(9,0,0,rks),1,1,0,0,0,0,0
1536,Music has a way of bringing people together. The cat sat on the mat.,0,No,music,0,0,mat.,0,0,0,1,0,0,0
1776,XXXV) Compare the key concepts of Literature. (1 Marks),1,Yes,xxxv),0,0,rks),1,1,0,1,1,1,0
693,"a) According to Isaiah's prophecy state the names given to the Messiah, ic b) How did Jesus fultill Isaiah's prophecy of the suffering servant eat ¢) How should Christians respond to those who are opposing them? (8 mks)",1,tbd,a),1,0,mks),1,1,1,0,1,0,0
1667,Information related to Physics that does not ask for a response.,0,no,information,0,0,nse.,0,0,0,1,1,0,0
644,111. Compare,0,No,111.,1,0,pare,0,0,0,0,1,0,0
1555,z) Define the key concepts of Mathematics. (4 Marks),1,Yes,z),1,0,rks),1,1,1,0,1,1,0
1226,171. Discuss the key concepts of Economics. (10 Marks),1,Yes,171.,1,0,rks),1,1,0,0,1,1,0
1166,QUESTiICN THREE,0,tbd,questiicn,0,0,HREE,0,0,0,1,0,0,0
1423,The painting was a masterpiece of color and emotion. Technology is evolving at a rapid pace.,0,No,the,0,0,ace.,0,0,0,1,0,0,0
1503,He cooked a delicious meal for dinner. They went for a long hike in the mountains.,0,No,he,0,0,ins.,0,0,0,1,0,0,0
1308,XLV) Compare the key concepts of History. (5 Marks),1,Yes,xlv),0,0,rks),1,1,0,1,1,1,0
1649,It was a sunny day in Paris. It was a sunny day in Paris.,0,No,it,0,0,ris.,0,0,0,1,0,0,0
807,‘ ” (Smarks),0,tbd,‘,0,0,rks),1,1,0,0,0,0,0
162,They went for a long hike in the mountains. Music has a way of bringing people together.,0,No,they,0,0,her.,0,0,0,1,0,0,0
963,Music has a way of bringing people together. Music has a way of bringing people together.,0,No,music,0,0,her.,0,0,0,1,0,0,0
1194,g) Define the key concepts of History. (8 Marks),1,Yes,g),1,0,rks),1,1,1,0,1,1,0
828,It was a sunny day in Paris. Technology is evolving at a rapid pace.,0,No,it,0,0,ace.,0,0,0,1,0,0,0
1527,Energy conservation is a mks fundamental concept in physics,0,no,energy,0,0,sics,0,0,0,1,0,0,0
884,19) Describe an important concept in Geography and its significance. (9 marks),1,yes,19),0,0,rks),1,1,0,0,1,1,0
920,Black holes are regions of space with strong gravity rks,0,no,black,0,0, rks,0,0,0,1,0,0,0
154,He cooked a delicious meal for dinner. Technology is evolving at a rapid pace.,0,No,he,0,0,ace.,0,0,0,1,0,0,0
1661,Calculus allows the calculation mks of change and motion,0,no,calculus,0,0,tion,0,0,0,1,0,0,0
513,Technology is evolving at a rapid pace. The painting was a masterpiece of color and emotion.,0,No,technology,0,0,ion.,0,0,0,1,0,0,0
1142,He cooked a delicious meal for dinner. Technology is evolving at a rapid pace.,0,No,he,0,0,ace.,0,0,0,1,0,0,0
1258,diay One y Par ofl Md ; . - 4a) Explain the | teachings of prophet Amos on Israel election. (7 marks),1,tbd,diay,0,0,rks),1,1,1,0,1,0,0
1511,He cooked a delicious meal for dinner. The painting was a masterpiece of color and emotion.,0,No,he,0,0,ion.,0,0,0,1,0,0,0
105,b) Explain five problems faced by Africans in Urban Centres during the colonial period. (10 marks),1,tbd,b),1,0,rks),1,1,1,0,1,1,0
1453,q) Explain the key concepts of Mathematics. (2 Marks),1,Yes,q),1,0,rks),1,1,1,0,1,1,0
1451,The painting was a masterpiece of color and emotion. She enjoys reading books in her free time.,0,No,the,0,0,ime.,0,0,0,1,0,0,0
591,150. Describe the key concepts of Economics. (2 Marks),1,Yes,150.,1,0,rks),1,1,0,0,1,1,0
1601,He cooked a delicious meal for dinner. The painting was a masterpiece of color and emotion.,0,No,he,0,0,ion.,0,0,0,1,0,0,0
1151,"Besides its involvement in stress testing, analyze three other ways that the risk committee is able to influence risk culture and capabilities in an organization. Provide examples of recent corporate governance scenarios where the risk committee has played a pivotal role in fostering an effective risk culture. (6 Marks)",1,tbd,besides,0,0,rks),1,1,0,1,1,0,0
55,185. Compare the key concepts of Mathematics. (3 Marks),1,Yes,185.,1,0,rks),1,1,0,0,1,1,0
153,". Analyze the 2 limitations of different machine learning algorithms (such as decision trees, neural networks, and support vector machines) in predicting credit default risk (4 marks)",1,tbd,.,0,0,rks),1,1,0,0,1,1,0
407,The cat sat on the mat. She enjoys reading books in her free time.,0,No,the,0,0,ime.,0,0,0,1,0,0,0
1753,40. Analyze the key concepts of Literature. (8 Marks),1,Yes,40.,1,0,rks),1,1,0,0,1,1,0
210,"b) Write a C program that that has three subprograms, first subprogram to input a list of 18 customers names as string and ; deposit as number with decimal point, second subprogram to compute sum of the deposit of all customers and third ubprogram to display the list the 18 customers names and deposit, and sum of deposits. (11 Marks)",1,tbd,b),1,0,rks),1,1,1,0,1,1,0
1710,Christian teachings often mks emphasize forgiveness and redemption,0,no,christian,0,0,tion,0,0,0,1,1,0,0
1129,The cat sat on the mat. She enjoys reading books in her free time.,0,No,the,0,0,ime.,0,0,0,1,0,0,0
1643,147. Outline the key concepts of Science. (7 Marks),1,Yes,147.,1,0,rks),1,1,0,0,0,0,0
8,"QUESTION 1 [30 MARKS] COMPULSORY a) Explain the two types of functions used in C program, giving an example of each. (4 Marks)",1,tbd,question,0,1,rks),1,1,0,1,1,0,0
1021,93. Define the key concepts of Mathematics. (4 Marks),1,Yes,93.,1,0,rks),1,1,0,0,1,1,0
1625,Religious conflicts have shaped political landscapes historically rks,0,no,religious,0,0, rks,0,0,0,1,0,0,0
1067,The cat sat on the mat. He cooked a delicious meal for dinner.,0,No,the,0,0,ner.,0,0,0,1,0,0,0
456,o) Describe the key concepts of Biology. (8 Marks),1,Yes,o),1,0,rks),1,1,1,0,1,1,0
256,Music has a way of bringing people together. Technology is evolving at a rapid pace.,0,No,music,0,0,ace.,0,0,0,1,0,0,0
1335,r) Compare the key concepts of History. (1 Marks),1,Yes,r),1,0,rks),1,1,1,0,1,1,0
903,u) Analyze the key concepts of Mathematics. (2 Marks),1,Yes,u),1,0,rks),1,1,1,0,1,1,0
1572,ks) The Roman Empire influenced modern governmental structures,0,no,ks),0,0,ures,0,1,1,0,0,0,0
887,Faith practices can vary significantly across denominations mks),0,no,faith,0,0,mks),1,1,0,1,0,0,0
1705,a) Compare the key concepts of History. (4 Marks),1,Yes,a),1,0,rks),1,1,1,0,1,1,0
628,195. Explain the key concepts of Economics. (6 Marks),1,Yes,195.,1,0,rks),1,1,0,0,1,1,0
348,Information related to Physics that does not ask for a response.,0,no,information,0,0,nse.,0,0,0,1,1,0,0
1546,SCHOOL OF COMPUTING AND INFORMATION TECHNOLOGY,0,tbd,school,0,0,LOGY,0,0,0,1,0,0,0
265,He cooked a delicious meal for dinner. Music has a way of bringing people together.,0,No,he,0,0,her.,0,0,0,1,0,0,0
1329,"wr, a structured program that calculates the area of a circle using the formula area = r?, where J1=3.14",1,tbd,"wr,",0,0,3.14,0,0,1,0,1,0,0
1446,or in EgyPt strate his power in he hey were in the desert (8 marks),1,tbd,or,0,0,rks),1,1,1,0,0,0,0
152,LVII) Analyze the key concepts of History. (10 Marks),1,Yes,lvii),0,0,rks),1,1,0,1,1,1,0
476,Quantum mechanics explores particles at the smallest scales mks,0,no,quantum,0,0, mks,0,0,0,1,0,0,0
645,General statement about Astronomy with no specific question or query.,0,no,general,0,0,ery.,0,0,0,1,0,0,0
1791,30) Describe an important concept in Physical Education and its significance. (6 marks),1,yes,30),0,0,rks),1,1,0,0,1,1,0
1702,"ST, MARKS KISERIAN MI 3a",0,tbd,"st,",0,0,I 3a,0,0,0,1,0,0,0
554,Explain Mathematical proofs are crucial for verifying truths ks),0,no,explain,0,0, ks),1,1,0,1,1,1,0
935,| how it differs from the Newton-Raphson (3 Marks),1,tbd,|,0,0,rks),1,1,0,0,1,1,0
492,a) State four differences between traditional African prophets and the Old Testament prophets. (8 mks),1,yes,a),1,0,mks),1,1,1,0,0,0,0
1639,b) What lessons can modern political leaders learn from king David. (8 mks),1,tbd,b),1,0,mks),1,1,1,0,1,1,0
1179,XCVI) Compare the key concepts of Biology. (9 Marks),1,Yes,xcvi),0,0,rks),1,1,0,1,1,1,0
148,Religious conflicts have shaped political landscapes historically rks,0,no,religious,0,0, rks,0,0,0,1,0,0,0
1740,47. Describe the key concepts of Literature. (5 Marks),1,Yes,47.,1,0,rks),1,1,0,0,1,1,0
406,They went for a long hike in the mountains. Technology is evolving at a rapid pace.,0,No,they,0,0,ace.,0,0,0,1,0,0,0
961,The painting was a masterpiece of color and emotion. He cooked a delicious meal for dinner.,0,No,the,0,0,ner.,0,0,0,1,0,0,0
1697,The painting was a masterpiece of color and emotion. She enjoys reading books in her free time.,0,No,the,0,0,ime.,0,0,0,1,0,0,0
664,The painting was a masterpiece of color and emotion. Music has a way of bringing people together.,0,No,the,0,0,her.,0,0,0,1,0,0,0
1380,152. Outline the key concepts of History. (2 Marks),1,Yes,152.,1,0,rks),1,1,0,0,0,0,0
467,General statement about Astronomy with no specific question or query.,0,no,general,0,0,ery.,0,0,0,1,0,0,0
1357,They went for a long hike in the mountains. It was a sunny day in Paris.,0,No,they,0,0,ris.,0,0,0,1,0,0,0
189,It was a sunny day in Paris. It was a sunny day in Paris.,0,No,it,0,0,ris.,0,0,0,1,0,0,0
1155,103. Compare the key concepts of Mathematics. (3 Marks),1,Yes,103.,1,0,rks),1,1,0,0,1,1,0
1232,They went for a long hike in the mountains. The cat sat on the mat.,0,No,they,0,0,mat.,0,0,0,1,0,0,0
613,(4 Marks),0,tbd,(4,0,0,rks),1,1,0,0,0,0,0
145,"Critically assess the benefits and criticisms of regulatory frameworks for banks and insurance companies. Use contemporary examples to illustrate your points and focus on the effects of recent changes in regulatory expectations, such as the increased focus on individual accountability and documentation. (8 marks)",1,tbd,critically,0,0,rks),1,1,0,1,1,0,0
758,m) Compare the key concepts of Physics. (4 Marks),1,Yes,m),1,0,rks),1,1,1,0,1,1,0
1543,The speed of light is constant in vacuum mks),0,no,the,0,0,mks),1,1,0,1,0,0,0
988,"""Risk identification forms the foundation of comprehensive risk management. Given the evolution of risks in the modern global context, including technological, environmental, and geopolitical risks, traditional risk identification methods may need to be supplemented or rethought.”",1,tbd,"""risk",0,0,ht.”,0,0,0,0,1,0,0
200,S . a) List the fruits of the Holy Spirit as taught by St. Paul (7 mks),1,tbd,s,0,0,mks),1,1,0,1,0,0,0
890,Energy conservation is ks) a fundamental concept in physics,0,no,energy,0,0,sics,0,1,0,1,0,0,0
282,y) Outline the key concepts of Literature. (3 Marks),1,Yes,y),1,0,rks),1,1,1,0,0,0,0
296,Technology is evolving at a rapid pace. The cat sat on the mat.,0,No,technology,0,0,mat.,0,0,0,1,0,0,0
1650,They went for a long hike in the mountains. Technology is evolving at a rapid pace.,0,No,they,0,0,ace.,0,0,0,1,0,0,0
404,Name Ibe event pthay marked the end of Second World Wars. (Imarks),1,tbd,name,0,0,rks),1,1,0,1,0,0,0
124,"Examine the importance of data quality in risk analytics, discuss the potential impact of incomplete or incorrect data on risk prediction models, and propose strategies for mitigating these issues. (4 marks)",1,tbd,examine,0,0,rks),1,1,0,1,1,0,0
1215,Explain Mathematical proofs are crucial for verifying truths ks),0,no,explain,0,0, ks),1,1,0,1,1,1,0
205,The Roman Empire influenced modern governmental structures rks),0,no,the,0,0,rks),1,1,0,1,0,0,0
1470,Technology is evolving at a rapid pace. It was a sunny day in Paris.,0,No,technology,0,0,ris.,0,0,0,1,0,0,0
842,(b) Describe any FIVE malaria prevention and control strategies [10Mks],1,tbd,(b),1,0,Mks],1,1,0,0,1,1,0
249,He cooked a delicious meal for dinner. They went for a long hike in the mountains.,0,No,he,0,0,ins.,0,0,0,1,0,0,0
1447,90) Describe an important concept in Physics and its significance. (10 marks),1,yes,90),0,0,rks),1,1,0,0,1,1,0
1716,It was a sunny day in Paris. He cooked a delicious meal for dinner.,0,No,it,0,0,ner.,0,0,0,1,0,0,0
1700,Strathmore,0,tbd,strathmore,0,0,more,0,0,0,1,0,0,1
1161,Viruses are not considered living organisms by all rks,0,no,viruses,0,0, rks,0,0,0,1,0,0,0
1434,Gravity affects the motion of objects on Earth ks,0,no,gravity,0,0,h ks,0,0,0,1,0,0,0
388,She enjoys reading books in her free time. Music has a way of bringing people together.,0,No,she,0,0,her.,0,0,0,1,0,0,0
1592,3. Discuss the key concepts of Biology. (2 Marks),1,Yes,3.,1,0,rks),1,1,0,0,1,1,0
861,The cat sat on the mat. They went for a long hike in the mountains.,0,No,the,0,0,ins.,0,0,0,1,0,0,0
222,Faith practices can vary significantly across denominations rks,0,no,faith,0,0, rks,0,0,0,1,0,0,0
646,General statement about Astronomy with no specific question or query.,0,no,general,0,0,ery.,0,0,0,1,0,0,0
1,The cat sat on the mat. It was a sunny day in Paris.,0,No,the,0,0,ris.,0,0,0,1,0,0,0
114,The cat sat on the mat. She enjoys reading books in her free time.,0,No,the,0,0,ime.,0,0,0,1,0,0,0
704,General statement about Astronomy with no specific question or query.,0,no,general,0,0,ery.,0,0,0,1,0,0,0
1727,". Analyze the 2 limitations of different machine learning algorithms (such as decision trees, neural networks, and support vector machines) in predicting credit default risk (4 marks)",1,Yes,.,0,0,rks),1,1,0,0,1,1,0
958,Statistics helps in making decisions based on data rks),0,no,statistics,0,0,rks),1,1,0,1,0,0,0
1585,7 le value of the root of the function f(x) =,1,tbd,7,0,0,x) =,0,0,0,0,0,0,0
1418,The cat sat on the mat. He cooked a delicious meal for dinner.,0,No,the,0,0,ner.,0,0,0,1,0,0,0
1417,99) Describe an important concept in Mathematics and its significance. (7 marks),1,yes,99),0,0,rks),1,1,0,0,1,1,0
1542,The speed of light is constant in vacuum ks),0,no,the,0,0, ks),1,1,0,1,0,0,0
1299,He cooked a delicious meal for dinner. The painting was a masterpiece of color and emotion.,0,No,he,0,0,ion.,0,0,0,1,0,0,0
1636,They went for a long hike in the mountains. Technology is evolving at a rapid pace.,0,No,they,0,0,ace.,0,0,0,1,0,0,0
445,(i) State FOUR importance of personal hygiene [4Mks],1,tbd,(i),1,0,Mks],1,1,0,0,0,0,0
1529,"[in programming, giving an illustration using a flowchart for each. ia (6 Marks)",1,tbd,[in,0,0,rks),1,1,0,0,0,0,0
1143,43) Describe an important concept in Astronomy and its significance. (8 marks),1,yes,43),0,0,rks),1,1,0,0,1,1,0
1264,Photosynthesis converts solar energy mks into chemical energy,0,no,photosynthesis,0,0,ergy,0,0,0,1,0,0,0
1685,LXXXV) Analyze the key concepts of Science. (9 Marks),1,Yes,lxxxv),0,0,rks),1,1,0,1,1,1,0
1405,88. Define the key concepts of Mathematics. (6 Marks),1,Yes,88.,1,0,rks),1,1,0,0,1,1,0
668,They went for a long hike in the mountains. The cat sat on the mat.,0,No,they,0,0,mat.,0,0,0,1,0,0,0
1660,Ecosystems depend on balancing competing ks) species interactions,0,no,ecosystems,0,0,ions,0,1,0,1,0,0,0
1265,Page 1 of 3,0,tbd,page,0,0,of 3,0,0,0,1,0,0,0
1619,k) Discuss the key concepts of Literature. (9 Marks),1,Yes,k),1,0,rks),1,1,1,0,1,1,0
320,(a) State and explain any TEN factors that affect malaria transmission [10Mks],1,tbd,(a),1,0,Mks],1,1,0,0,1,0,0
653,She enjoys reading books in her free time. He cooked a delicious meal for dinner.,0,No,she,0,0,ner.,0,0,0,1,0,0,0
1442,34. Outline the key concepts of Science. (8 Marks),1,Yes,34.,1,0,rks),1,1,0,0,0,0,0
1487,They went for a long hike in the mountains. The painting was a masterpiece of color and emotion.,0,No,they,0,0,ion.,0,0,0,1,0,0,0
716,188. Summarize the key concepts of Geography. (4 Marks),1,Yes,188.,1,0,rks),1,1,0,0,0,0,0
1390,STRATHMORE INSTITUTE OF MATHEMATICAL SCIENCES,0,No,strathmore,0,0,NCES,0,0,0,1,0,0,0
1290,Music has a way of bringing people together. Technology is evolving at a rapid pace.,0,No,music,0,0,ace.,0,0,0,1,0,0,0
979,82. Explain the key concepts of Science. (4 Marks),1,Yes,82.,1,0,rks),1,1,0,0,1,1,0
632,Industrial Revolution sparked major urban demographic shifts rks,0,no,industrial,0,0, rks,0,0,0,1,0,0,0
637,", PO, Hoa B47 UZ06,",0,tbd,",",0,0,"Z06,",0,0,0,0,0,0,0
1314,Technology is evolving at a rapid pace. It was a sunny day in Paris.,0,No,technology,0,0,ris.,0,0,0,1,0,0,0
1408,c) Describe the key concepts of Geography. (3 Marks),1,Yes,c),1,0,rks),1,1,1,0,1,1,0
1416,39. Summarize the key concepts of Science. (6 Marks),1,Yes,39.,1,0,rks),1,1,0,0,0,0,0
1256,Genetic diversity stems mks from mutations during reproduction,0,no,genetic,0,0,tion,0,0,0,1,0,0,0
1762,VII) Define the key concepts of Mathematics. (9 Marks),1,Yes,vii),0,0,rks),1,1,0,1,1,1,0
1262,XLIX) Explain the key concepts of Geography. (3 Marks),1,Yes,xlix),0,0,rks),1,1,0,1,1,1,0
1505,b) State the lessons that Christians learn from the annunciation of the birth of John the,1,tbd,b),1,0, the,0,0,1,0,0,0,0
1379,"OLOOL dj MID AEPES SEC SCHOOL [7 sil FORN: mane EXAM 2024 loLoontes ey Vc 5 i 3 TER PES seco,",0,tbd,olool,0,0,"eco,",0,0,0,1,0,0,0
1538,The rks Silk Road was a critical commerce network,0,no,the,0,0,work,0,0,0,1,0,0,0
1362,(iv) Can Kisumu produce 60 million bushels of wheat and 50 million yards of cloth?,1,tbd,(iv),1,0,oth?,0,0,0,0,0,0,0
1737,It was a sunny day in Paris. The cat sat on the mat.,0,No,it,0,0,mat.,0,0,0,1,0,0,0
1715,They went for a long hike in the mountains. He cooked a delicious meal for dinner.,0,No,they,0,0,ner.,0,0,0,1,0,0,0
1672,"(a) For each of the following scenarios, use a supply and demand diagram to illustrate the effect of a given shock on the equilibrium price and quantity u in the specified competitive market. Explain whether there is a shift in the demand curve, the supply, or neither i) An unexpected temporary heat wave hits the South Coast. Show the effect in the ice cream market in Mombasa. (3 Marks)",1,tbd,(a),1,0,rks),1,1,0,0,1,0,0
802,Question 5,0,tbd,question,0,1,on 5,0,0,0,1,0,0,0
650,He cooked a delicious meal for dinner. Music has a way of bringing people together.,0,No,he,0,0,her.,0,0,0,1,0,0,0
1019,Describe Photosynthesis converts solar energy into chemical energy rks,0,no,describe,0,0, rks,0,0,0,1,1,1,0
1663,It was a sunny day in Paris. The painting was a masterpiece of color and emotion.,0,No,it,0,0,ion.,0,0,0,1,0,0,0
560,2 Susceue iiae the government may limit one's freedom of movement in Kenya. (1 mark),1,tbd,2,0,0,ark),0,0,0,0,1,0,0
687,(a) Describe FIVE Goals of Antiretroviral therapy in HIV/AIDS treatments [10Mks],1,tbd,(a),1,0,Mks],1,1,0,0,1,1,0
582,"b) Write a program in C programming language that allows a user to input a whole number of X in main program and uses two user defined functions name, square() to compute the square of the number X and cube() to compute the cube of X, then veer the X, result of the square and cube in the main program. Use if() to select each subprogram at a time to execute. ; (10 Marks)",1,tbd,b),1,0,rks),1,1,1,0,1,1,0
1116,STRATHMORE UNIVERSITY,0,tbd,strathmore,0,0,SITY,0,0,0,1,0,0,0
1274,XXXIX) Summarize the key concepts of History. (3 Marks),1,Yes,xxxix),0,0,rks),1,1,0,1,0,0,0
1191,Information related to Physics that does not ask for a response.,0,no,information,0,0,nse.,0,0,0,1,1,0,0
528,"(iii) If you paid KES180 per share, what is the most money you could lose over the year? {2 marks} [15 marks]",1,tbd,(iii),1,0,rks],1,1,0,0,1,0,0
1066,198. Discuss the key concepts of History. (6 Marks),1,Yes,198.,1,0,rks),1,1,0,0,1,1,0
544,"(d) In the context of financial markets, distinguish betwee informational efficiency. (4 Marks)",1,tbd,(d),1,0,rks),1,1,0,0,0,0,0
1202,(c) Briefly explain why a supply shock leads to stagflation. (3 Marks),1,tbd,(c),1,0,rks),1,1,0,0,1,0,0
755,(i) State FOUR importance of personal hygiene [4Mks],1,tbd,(i),1,0,Mks],1,1,0,0,0,0,0
1675,He cooked a delicious meal for dinner. The painting was a masterpiece of color and emotion.,0,No,he,0,0,ion.,0,0,0,1,0,0,0
1438,"Besides its involvement in stress testing, analyze three other ways that the risk committee is able to influence risk culture and capabilities in an organization. Provide examples of recent corporate governance scenarios where the risk committee has played a pivotal role in fostering an effective risk culture. (6 Marks)",1,Yes,besides,0,0,rks),1,1,0,1,1,0,0
488,ii) The government introduces a tax on ice cream which is paid by producers. What is the effect in the ice cream market? (3 Marks),1,tbd,ii),1,0,rks),1,1,1,0,1,0,0
97,QUESTION ONE a. State and explain THREE indirect modes of transmission of communicable diseases [3Mks] _ Highlight THREE levels of prevention of communicable diseases [3Mks],1,tbd,question,0,1,Mks],1,1,0,1,1,0,0
1027,It was a sunny day in Paris. It was a sunny day in Paris.,0,No,it,0,0,ris.,0,0,0,1,0,0,0
568,167. Compare the key concepts of Science. (7 Marks),1,Yes,167.,1,0,rks),1,1,0,0,1,1,0
1272,"Examine the importance of data quality in risk analytics, discuss the potential impact of incomplete or incorrect data on risk prediction models, and propose strategies for mitigating these issues. (4 marks)",1,Yes,examine,0,0,rks),1,1,0,1,1,0,0
749,LXIV) Analyze the key concepts of Science. (3 Marks),1,Yes,lxiv),0,0,rks),1,1,0,1,1,1,0
